prob_0,prob_1,prob_2,prob_3,file_id
0.060910467,0.06444633,0.23894732,0.6356959,Ses01F_impro01_F000
0.01886284,0.40286362,0.5156698,0.06260372,Ses01F_impro01_F001
0.003896599,0.008579057,0.9797077,0.007816701,Ses01F_impro01_F002
0.038761538,0.01764101,0.93822944,0.0053679394,Ses01F_impro01_F005
0.9030142,0.011243456,0.04084233,0.04490003,Ses01F_impro01_F012
0.008310134,0.00719683,0.9784767,0.0060162824,Ses01F_impro01_F014
0.24705029,0.015373171,0.041795757,0.6957809,Ses01F_impro01_M011
0.9637915,0.010590257,0.008964854,0.016653419,Ses01F_impro01_M013
0.0133323325,0.009336762,0.008411993,0.96891886,Ses01F_impro02_F000
0.015660942,0.05735405,0.023721563,0.9032635,Ses01F_impro02_F001
0.016435608,0.03266936,0.018620035,0.93227494,Ses01F_impro02_F002
0.0042560645,0.0071622804,0.9821977,0.00638385,Ses01F_impro02_F003
0.0130445575,0.006313671,0.008535874,0.9721059,Ses01F_impro02_F004
0.010696701,0.01796872,0.01989786,0.9514368,Ses01F_impro02_F005
0.015243051,0.04828945,0.14070255,0.795765,Ses01F_impro02_F006
0.013655758,0.0071448768,0.012069153,0.96713024,Ses01F_impro02_F008
0.02675527,0.046115905,0.030632153,0.89649665,Ses01F_impro02_F010
0.01666947,0.029273681,0.07377064,0.8802862,Ses01F_impro02_F012
0.016061904,0.011263104,0.028460518,0.94421446,Ses01F_impro02_F013
0.017047219,0.02587304,0.053449824,0.9036299,Ses01F_impro02_F014
0.010844498,0.009190567,0.011829695,0.96813524,Ses01F_impro02_F015
0.0068705147,0.008672667,0.9738086,0.010648312,Ses01F_impro02_F016
0.010408749,0.021004003,0.04198986,0.92659736,Ses01F_impro02_F017
0.0051053585,0.033588957,0.94954735,0.01175839,Ses01F_impro02_F018
0.00908118,0.0069913305,0.008519308,0.9754082,Ses01F_impro02_F019
0.032334104,0.062332485,0.011919037,0.8934144,Ses01F_impro02_F020
0.017232664,0.009459283,0.011121821,0.9621862,Ses01F_impro02_M001
0.010901164,0.011402536,0.9225425,0.055153802,Ses01F_impro02_M005
0.019225953,0.008106179,0.011014018,0.9616539,Ses01F_impro02_M009
0.0148024345,0.011306112,0.0137226,0.96016884,Ses01F_impro02_M010
0.03305192,0.35476714,0.05364113,0.5585398,Ses01F_impro02_M011
0.0039582187,0.010614307,0.9781035,0.007323952,Ses01F_impro02_M012
0.014139452,0.008798492,0.032637715,0.9444244,Ses01F_impro02_M013
0.016171744,0.012877245,0.008204751,0.9627463,Ses01F_impro02_M014
0.025222255,0.026618231,0.10509989,0.8430596,Ses01F_impro02_M015
0.0073965914,0.9810253,0.0072677718,0.0043102894,Ses01F_impro03_F000
0.009369132,0.97302026,0.011659423,0.0059512043,Ses01F_impro03_F001
0.0088070575,0.97446764,0.0098417355,0.0068836673,Ses01F_impro03_F002
0.009794096,0.9734133,0.012912847,0.0038797993,Ses01F_impro03_F004
0.015796045,0.6172448,0.3577997,0.009159444,Ses01F_impro03_F005
0.015246419,0.58195883,0.13253053,0.27026427,Ses01F_impro03_F006
0.019748801,0.8339611,0.04822519,0.098064944,Ses01F_impro03_F008
0.0067398613,0.91723156,0.06275385,0.013274676,Ses01F_impro03_F009
0.0060559437,0.9815996,0.007822621,0.0045218626,Ses01F_impro03_F010
0.006660503,0.96820015,0.0156035535,0.009535705,Ses01F_impro03_F012
0.09873142,0.056238182,0.027168926,0.81786156,Ses01F_impro03_F013
0.42529553,0.3814614,0.06527523,0.12796783,Ses01F_impro03_F015
0.009061331,0.34503248,0.6145458,0.03136037,Ses01F_impro03_F016
0.007867631,0.016212674,0.9503489,0.02557078,Ses01F_impro03_F017
0.22845602,0.43667123,0.1516343,0.1832385,Ses01F_impro03_F018
0.014785412,0.7838228,0.15604056,0.04535125,Ses01F_impro03_F019
0.00743899,0.9769453,0.008802529,0.0068132537,Ses01F_impro03_F021
0.006404229,0.010702643,0.9774531,0.005439972,Ses01F_impro03_F022
0.11646663,0.35836047,0.44237074,0.08280213,Ses01F_impro03_F023
0.0069184247,0.9707455,0.009775832,0.012560181,Ses01F_impro03_F024
0.01891125,0.78949064,0.17031166,0.02128648,Ses01F_impro03_F025
0.015922312,0.9490095,0.009704635,0.025363524,Ses01F_impro03_F026
0.01712429,0.010694081,0.083338104,0.8888436,Ses01F_impro03_M000
0.013926495,0.014363568,0.13679527,0.8349147,Ses01F_impro03_M001
0.015874874,0.9313366,0.043518253,0.00927029,Ses01F_impro03_M003
0.018800396,0.031177565,0.38176456,0.5682575,Ses01F_impro03_M006
0.0075015817,0.96279514,0.024986882,0.0047164573,Ses01F_impro03_M007
0.010387393,0.016962824,0.95374,0.018909806,Ses01F_impro03_M008
0.0042015687,0.010719427,0.9773069,0.0077720685,Ses01F_impro03_M009
0.013616175,0.012734968,0.9677578,0.005891002,Ses01F_impro03_M011
0.015181775,0.5103104,0.43838593,0.03612188,Ses01F_impro03_M013
0.010624603,0.03332947,0.94981366,0.0062322384,Ses01F_impro03_M014
0.011856366,0.86972976,0.08722244,0.031191431,Ses01F_impro03_M015
0.0044716564,0.010587716,0.9625848,0.022355808,Ses01F_impro03_M016
0.018982379,0.63355637,0.3107941,0.036667187,Ses01F_impro03_M019
0.0070770467,0.008324017,0.9746279,0.009971051,Ses01F_impro03_M020
0.007839437,0.8332036,0.13245825,0.026498636,Ses01F_impro03_M021
0.0062075574,0.026495026,0.96019506,0.0071023745,Ses01F_impro03_M022
0.014758717,0.9147555,0.015087076,0.055398628,Ses01F_impro03_M023
0.008242413,0.009127366,0.97309566,0.0095346095,Ses01F_impro03_M024
0.006225626,0.008993035,0.97843426,0.006347153,Ses01F_impro04_F000
0.008834865,0.93764687,0.042666413,0.0108518815,Ses01F_impro04_F001
0.015210677,0.02407345,0.9296173,0.031098535,Ses01F_impro04_F005
0.0880411,0.104833744,0.797167,0.009958155,Ses01F_impro04_F006
0.054938488,0.34546554,0.18256387,0.41703206,Ses01F_impro04_F009
0.008562054,0.012039384,0.92558324,0.05381534,Ses01F_impro04_F013
0.011619566,0.019927232,0.018981341,0.9494718,Ses01F_impro04_F014
0.23521955,0.7260003,0.023201862,0.015578316,Ses01F_impro04_F028
0.95389336,0.022941658,0.013722677,0.0094423555,Ses01F_impro04_F029
0.14312743,0.777353,0.040108953,0.039410643,Ses01F_impro04_F030
0.9546197,0.005505632,0.018321382,0.021553274,Ses01F_impro04_F031
0.7628285,0.010486651,0.10177424,0.12491061,Ses01F_impro04_F032
0.34789738,0.07409721,0.43925914,0.13874623,Ses01F_impro04_F033
0.004641993,0.0058414796,0.9814695,0.00804702,Ses01F_impro04_M000
0.0535998,0.16991389,0.24192123,0.5345651,Ses01F_impro04_M001
0.005450916,0.049337756,0.93479913,0.010412145,Ses01F_impro04_M002
0.007796813,0.9519498,0.020592945,0.019660538,Ses01F_impro04_M003
0.0053483886,0.0061440603,0.97886604,0.00964151,Ses01F_impro04_M004
0.0070352973,0.018647328,0.95003474,0.02428264,Ses01F_impro04_M005
0.006088977,0.040587485,0.9435966,0.009726898,Ses01F_impro04_M006
0.012234324,0.9135016,0.04491405,0.029349986,Ses01F_impro04_M007
0.082624726,0.1772041,0.14924005,0.59093106,Ses01F_impro04_M008
0.0058315992,0.031775832,0.9471345,0.015258164,Ses01F_impro04_M009
0.07525806,0.18582045,0.27299595,0.46592557,Ses01F_impro04_M010
0.0073531684,0.012419703,0.9381091,0.042118058,Ses01F_impro04_M011
0.01237236,0.028238311,0.7738867,0.18550263,Ses01F_impro04_M012
0.009270932,0.012065328,0.8983677,0.0802961,Ses01F_impro04_M013
0.0072239526,0.005756645,0.9759799,0.011039469,Ses01F_impro04_M014
0.0053607803,0.013542444,0.9674205,0.013676191,Ses01F_impro04_M015
0.015351167,0.02766229,0.7093707,0.24761592,Ses01F_impro04_M016
0.019979155,0.02669213,0.50894725,0.4443815,Ses01F_impro04_M017
0.0048719086,0.006267412,0.9710269,0.017833743,Ses01F_impro04_M018
0.06740671,0.28104788,0.3370059,0.3145395,Ses01F_impro04_M019
0.006560706,0.0065728994,0.95381093,0.033055473,Ses01F_impro04_M020
0.0082690315,0.006540538,0.9596395,0.025550917,Ses01F_impro04_M021
0.006213272,0.0077389204,0.95047617,0.03557168,Ses01F_impro04_M022
0.011614205,0.032377727,0.82562965,0.13037844,Ses01F_impro04_M023
0.009418475,0.023707889,0.01861124,0.9482624,Ses01F_impro04_M024
0.005626604,0.012730116,0.96895415,0.012689111,Ses01F_impro04_M025
0.023925018,0.6386916,0.048726693,0.2886567,Ses01F_impro04_M026
0.005681356,0.04380472,0.92867696,0.021837,Ses01F_impro04_M027
0.0075420686,0.026336,0.9150982,0.051023833,Ses01F_impro04_M028
0.014838325,0.124190085,0.83565545,0.02531612,Ses01F_impro04_M031
0.03591323,0.4059554,0.16182217,0.39630917,Ses01F_impro04_M032
0.13595235,0.74195945,0.088747874,0.03334033,Ses01F_impro05_F008
0.08676555,0.25317368,0.60415816,0.05590265,Ses01F_impro05_F009
0.9607379,0.0073271296,0.012891446,0.019043513,Ses01F_impro05_F011
0.15329151,0.18392043,0.6249418,0.037846282,Ses01F_impro05_F012
0.009618822,0.03278383,0.922422,0.035175275,Ses01F_impro05_F014
0.317874,0.013836181,0.023561366,0.6447284,Ses01F_impro05_F015
0.963415,0.0057013393,0.009474931,0.021408657,Ses01F_impro05_F016
0.9579406,0.0069817617,0.008860308,0.02621737,Ses01F_impro05_F017
0.016054187,0.027762609,0.06336064,0.8928226,Ses01F_impro05_F018
0.9583159,0.009458856,0.010532391,0.021692801,Ses01F_impro05_F019
0.9668154,0.006096521,0.013597405,0.013490728,Ses01F_impro05_F020
