prob_0,prob_1,prob_2,prob_3,file_id
0.102704816,0.10994811,0.10444488,0.6829022,Ses01F_impro01_F000
0.014782237,0.83108747,0.05606141,0.09806883,Ses01F_impro01_F001
0.0057116733,0.010148195,0.9668319,0.017308118,Ses01F_impro01_F002
0.013251077,0.09456039,0.88411015,0.008078377,Ses01F_impro01_F005
0.97120786,0.008137862,0.008737313,0.011916908,Ses01F_impro01_F012
0.008153648,0.0066319294,0.98055077,0.0046636984,Ses01F_impro01_F014
0.93443835,0.007572791,0.012270818,0.045718025,Ses01F_impro01_M011
0.9766449,0.009012457,0.007872876,0.00646973,Ses01F_impro01_M013
0.01836526,0.48604253,0.02667897,0.46891323,Ses01F_impro02_F000
0.08049897,0.82590795,0.018472575,0.07512059,Ses01F_impro02_F001
0.049462713,0.034939874,0.01548402,0.9001134,Ses01F_impro02_F002
0.004222739,0.008329412,0.9801978,0.0072500086,Ses01F_impro02_F003
0.0123442635,0.007951937,0.014821043,0.9648828,Ses01F_impro02_F004
0.21512374,0.06042338,0.0616176,0.6628353,Ses01F_impro02_F005
0.026492838,0.022219723,0.5473282,0.40395924,Ses01F_impro02_F006
0.021552522,0.011915039,0.03183409,0.93469834,Ses01F_impro02_F008
0.2606644,0.039638024,0.0222176,0.6774799,Ses01F_impro02_F010
0.04896988,0.0633383,0.00779325,0.87989855,Ses01F_impro02_F012
0.009866223,0.009663224,0.02036416,0.9601064,Ses01F_impro02_F013
0.03581987,0.38160974,0.24609274,0.33647764,Ses01F_impro02_F014
0.014325992,0.020671261,0.011550032,0.95345265,Ses01F_impro02_F015
0.2744783,0.11550742,0.56333035,0.046683967,Ses01F_impro02_F016
0.009876117,0.96654516,0.009875354,0.013703376,Ses01F_impro02_F017
0.17219692,0.0626072,0.7281016,0.037094265,Ses01F_impro02_F018
0.008348385,0.010047698,0.0058276947,0.97577614,Ses01F_impro02_F019
0.015359256,0.01697453,0.009305635,0.9583606,Ses01F_impro02_F020
0.027872805,0.00945941,0.01081793,0.9518499,Ses01F_impro02_M001
0.16505195,0.20637193,0.34240955,0.28616652,Ses01F_impro02_M005
0.055506624,0.010756521,0.011793121,0.92194366,Ses01F_impro02_M009
0.019344307,0.018211916,0.0058862544,0.9565576,Ses01F_impro02_M010
0.09526643,0.055868156,0.03258212,0.8162833,Ses01F_impro02_M011
0.09997223,0.30433306,0.35493544,0.24075922,Ses01F_impro02_M012
0.016692542,0.012387513,0.008822787,0.96209717,Ses01F_impro02_M013
0.026825886,0.016133353,0.0060521076,0.95098865,Ses01F_impro02_M014
0.07393277,0.11481945,0.16158015,0.6496676,Ses01F_impro02_M015
0.008773252,0.98251134,0.003948393,0.0047670268,Ses01F_impro03_F000
0.011927849,0.97882915,0.005014361,0.0042286324,Ses01F_impro03_F001
0.4314423,0.52805287,0.01749409,0.023010671,Ses01F_impro03_F002
0.005648413,0.9794502,0.010280836,0.0046204966,Ses01F_impro03_F004
0.016496181,0.9530206,0.025578728,0.004904527,Ses01F_impro03_F005
0.0076909363,0.89475757,0.0467183,0.0508332,Ses01F_impro03_F006
0.041723356,0.04966314,0.009537191,0.8990762,Ses01F_impro03_F008
0.0068161623,0.9746873,0.011464465,0.007032001,Ses01F_impro03_F009
0.02897541,0.9468638,0.0148325525,0.009328215,Ses01F_impro03_F010
0.0049903137,0.9833819,0.004527862,0.0070998394,Ses01F_impro03_F012
0.118679,0.47970977,0.016564103,0.38504714,Ses01F_impro03_F013
0.40914962,0.052601736,0.4926024,0.045646273,Ses01F_impro03_F015
0.009030718,0.97126883,0.013545465,0.006154968,Ses01F_impro03_F016
0.017731708,0.010592363,0.9256978,0.04597815,Ses01F_impro03_F017
0.19710772,0.084104195,0.5922118,0.1265763,Ses01F_impro03_F018
0.009426104,0.021432586,0.9481205,0.021020764,Ses01F_impro03_F019
0.004245272,0.9840252,0.0059212786,0.0058082845,Ses01F_impro03_F021
0.008609819,0.29376975,0.6872961,0.010324411,Ses01F_impro03_F022
0.054422684,0.20260543,0.57885116,0.1641207,Ses01F_impro03_F023
0.006478708,0.9820433,0.0043859547,0.00709197,Ses01F_impro03_F024
0.13647795,0.8352919,0.009987867,0.01824223,Ses01F_impro03_F025
0.009012604,0.97450507,0.0042695743,0.012212702,Ses01F_impro03_F026
0.0067636766,0.008262377,0.9684123,0.016561657,Ses01F_impro03_M000
0.056457687,0.1114815,0.4317897,0.40027112,Ses01F_impro03_M001
0.038828257,0.12736727,0.8224397,0.011364888,Ses01F_impro03_M003
0.0058096703,0.010272777,0.9629259,0.020991642,Ses01F_impro03_M006
0.009619151,0.08273285,0.8974337,0.010214389,Ses01F_impro03_M007
0.014056189,0.020015102,0.94596356,0.019965213,Ses01F_impro03_M008
0.01570137,0.3503049,0.6050809,0.028912859,Ses01F_impro03_M009
0.02512288,0.024234211,0.9419113,0.008731599,Ses01F_impro03_M011
0.14145619,0.7259141,0.10811965,0.024510026,Ses01F_impro03_M013
0.013122298,0.026820295,0.94910645,0.010951064,Ses01F_impro03_M014
0.036376182,0.78755677,0.14769788,0.02836916,Ses01F_impro03_M015
0.018236434,0.042033266,0.8675222,0.07220816,Ses01F_impro03_M016
0.11772572,0.14442639,0.6877067,0.050141208,Ses01F_impro03_M019
