prob_0,prob_1,prob_2,prob_3,file_id
0.24105899,0.096279845,0.30824506,0.35441604,Ses01F_impro01_F000
0.052474175,0.51629883,0.30422536,0.12700169,Ses01F_impro01_F001
0.031678338,0.013367669,0.94022536,0.014728647,Ses01F_impro01_F002
0.79350847,0.015365756,0.17565748,0.015468332,Ses01F_impro01_F005
0.9395733,0.0085829375,0.026526941,0.025316838,Ses01F_impro01_F012
0.013954972,0.014365096,0.9566589,0.015021034,Ses01F_impro01_F014
0.8278522,0.012860478,0.044881254,0.11440604,Ses01F_impro01_M011
0.9609953,0.010203011,0.01657562,0.012226007,Ses01F_impro01_M013
0.016757876,0.24700846,0.024085805,0.7121479,Ses01F_impro02_F000
0.010769322,0.91571975,0.033823915,0.03968702,Ses01F_impro02_F001
0.06690516,0.5841521,0.21138175,0.13756089,Ses01F_impro02_F002
0.01421551,0.015243063,0.95600575,0.014535727,Ses01F_impro02_F003
0.012872895,0.014946284,0.010624845,0.961556,Ses01F_impro02_F004
0.0129567245,0.061775304,0.03829546,0.8869726,Ses01F_impro02_F005
0.02548783,0.02881583,0.38696682,0.55872947,Ses01F_impro02_F006
0.01659242,0.022343874,0.062421616,0.89864206,Ses01F_impro02_F008
0.013088191,0.016707,0.022438433,0.9477665,Ses01F_impro02_F010
0.023545776,0.020071417,0.011988355,0.9443944,Ses01F_impro02_F012
0.0135382945,0.027339455,0.014177205,0.94494504,Ses01F_impro02_F013
0.020022243,0.10971964,0.014957777,0.85530025,Ses01F_impro02_F014
0.010721109,0.019763542,0.012295703,0.95721966,Ses01F_impro02_F015
0.09783684,0.016430821,0.86765623,0.018076068,Ses01F_impro02_F016
0.02272757,0.791005,0.07157613,0.11469129,Ses01F_impro02_F017
0.058261197,0.11657795,0.7217082,0.10345264,Ses01F_impro02_F018
0.013207121,0.024433188,0.009223054,0.9531366,Ses01F_impro02_F019
0.01688023,0.035110496,0.026725627,0.9212837,Ses01F_impro02_F020
0.024139345,0.01370639,0.018254222,0.94390005,Ses01F_impro02_M001
0.03104599,0.036682848,0.7884649,0.14380635,Ses01F_impro02_M005
0.049064282,0.014725102,0.022552237,0.9136584,Ses01F_impro02_M009
0.026923085,0.021565529,0.0144697,0.9370417,Ses01F_impro02_M010
0.02182155,0.070345886,0.08081413,0.8270184,Ses01F_impro02_M011
0.00887736,0.020836972,0.95250934,0.017776309,Ses01F_impro02_M012
0.012909838,0.022973584,0.013865524,0.95025104,Ses01F_impro02_M013
0.02084084,0.013733852,0.014367623,0.9510576,Ses01F_impro02_M014
0.025361327,0.105355844,0.2240376,0.6452452,Ses01F_impro02_M015
0.011400148,0.9689442,0.015725844,0.0039297794,Ses01F_impro03_F000
0.011768173,0.96100116,0.020162916,0.007067769,Ses01F_impro03_F001
0.81765044,0.04700108,0.1068174,0.028531102,Ses01F_impro03_F002
0.0064023174,0.97245324,0.015701814,0.005442756,Ses01F_impro03_F004
0.094666526,0.7228906,0.16602923,0.016413515,Ses01F_impro03_F005
0.030069925,0.20614123,0.032912977,0.73087585,Ses01F_impro03_F006
0.10360893,0.32641974,0.044946995,0.5250243,Ses01F_impro03_F008
0.014899784,0.83277875,0.06409138,0.08822999,Ses01F_impro03_F009
0.027898885,0.9285394,0.03756246,0.005999242,Ses01F_impro03_F010
0.016176272,0.95162666,0.024995971,0.007201105,Ses01F_impro03_F012
0.027473701,0.29089317,0.02724279,0.65439034,Ses01F_impro03_F013
0.013794677,0.022884129,0.9444774,0.018843822,Ses01F_impro03_F015
0.018447964,0.180742,0.7602249,0.0405851,Ses01F_impro03_F016
0.043601207,0.24332438,0.18384385,0.52923054,Ses01F_impro03_F017
0.023383802,0.03666935,0.7500843,0.18986255,Ses01F_impro03_F018
0.026438523,0.036786653,0.88758695,0.049187962,Ses01F_impro03_F019
0.006168429,0.97106344,0.015477983,0.007290223,Ses01F_impro03_F021
0.021503229,0.01676678,0.94825584,0.013474137,Ses01F_impro03_F022
0.087001175,0.18226881,0.6063609,0.12436911,Ses01F_impro03_F023
0.0117243985,0.93602926,0.029821865,0.022424428,Ses01F_impro03_F024
0.015132023,0.11904843,0.8345189,0.0313006,Ses01F_impro03_F025
0.027862964,0.89130765,0.042988364,0.037841115,Ses01F_impro03_F026
0.011609842,0.01995075,0.94114417,0.027295286,Ses01F_impro03_M000
0.020972423,0.050335992,0.19721454,0.731477,Ses01F_impro03_M001
0.018732928,0.02195272,0.93154246,0.027771898,Ses01F_impro03_M003
0.012044551,0.02021253,0.9011563,0.06658662,Ses01F_impro03_M006
0.011351636,0.043573953,0.89946294,0.045611534,Ses01F_impro03_M007
0.057632864,0.061184015,0.83716613,0.044016995,Ses01F_impro03_M008
0.023962336,0.028263217,0.92959577,0.018178785,Ses01F_impro03_M009
0.026011778,0.026098026,0.91793305,0.029957103,Ses01F_impro03_M011
0.019367432,0.016206713,0.942331,0.022094905,Ses01F_impro03_M013
0.009765349,0.027705714,0.9362942,0.026234783,Ses01F_impro03_M014
0.027383575,0.11940632,0.7959794,0.057230666,Ses01F_impro03_M015
0.051762193,0.07063596,0.6860746,0.19152726,Ses01F_impro03_M016
0.029582657,0.8168642,0.12261382,0.030939395,Ses01F_impro03_M019
0.049573157,0.018470006,0.9016082,0.030348571,Ses01F_impro03_M020
0.035333224,0.37605372,0.40735152,0.1812615,Ses01F_impro03_M021
0.012702523,0.02946448,0.9372799,0.020553121,Ses01F_impro03_M022
0.014760131,0.9272142,0.04104733,0.016978392,Ses01F_impro03_M023
0.01015117,0.018445771,0.93017805,0.041225016,Ses01F_impro03_M024
0.018141134,0.03422321,0.93499553,0.012640058,Ses01F_impro04_F000
0.042030435,0.07507366,0.8407963,0.0420996,Ses01F_impro04_F001
0.025676453,0.021666095,0.93272805,0.019929456,Ses01F_impro04_F005
0.48735803,0.39703876,0.088043205,0.027559988,Ses01F_impro04_F006
0.021660378,0.0532175,0.21798499,0.7071371,Ses01F_impro04_F009
0.014168704,0.011077638,0.94467443,0.03007912,Ses01F_impro04_F013
0.025779046,0.09384205,0.12863967,0.75173926,Ses01F_impro04_F014
0.021904748,0.0328772,0.89425933,0.05095868,Ses01F_impro04_F028
0.9547132,0.011269909,0.026243225,0.007773571,Ses01F_impro04_F029
0.25698227,0.67122746,0.04936087,0.02242944,Ses01F_impro04_F030
0.960922,0.00807379,0.018606571,0.012397535,Ses01F_impro04_F031
0.9324781,0.013443943,0.036143627,0.017934395,Ses01F_impro04_F032
0.9270556,0.011112515,0.044677436,0.017154425,Ses01F_impro04_F033
0.00972559,0.04773989,0.92645365,0.016080875,Ses01F_impro04_M000
0.021284811,0.03500557,0.8381646,0.10554504,Ses01F_impro04_M001
0.026718963,0.01685884,0.92166847,0.03475376,Ses01F_impro04_M002
0.025264459,0.1834409,0.11096975,0.6803249,Ses01F_impro04_M003
0.051394936,0.40480456,0.47512513,0.06867534,Ses01F_impro04_M004
0.01015782,0.050677475,0.9190744,0.020090254,Ses01F_impro04_M005
0.019232154,0.09544841,0.7682821,0.1170374,Ses01F_impro04_M006
0.015879411,0.9178746,0.048081208,0.018164808,Ses01F_impro04_M007
0.03221328,0.09854647,0.6381997,0.23104058,Ses01F_impro04_M008
0.03401591,0.07296549,0.83386725,0.05915136,Ses01F_impro04_M009
0.026328301,0.06263256,0.712441,0.19859803,Ses01F_impro04_M010
0.009611634,0.022985514,0.93736106,0.03004184,Ses01F_impro04_M011
0.011707351,0.013468191,0.9510849,0.023739595,Ses01F_impro04_M012
0.024007529,0.020269526,0.8078161,0.14790685,Ses01F_impro04_M013
0.013654939,0.015598082,0.9578239,0.0129230535,Ses01F_impro04_M014
0.014516245,0.01589638,0.8774735,0.09211385,Ses01F_impro04_M015
0.014083878,0.018228907,0.93768096,0.030006288,Ses01F_impro04_M016
0.017321227,0.016371772,0.8763793,0.08992772,Ses01F_impro04_M017
0.012567737,0.015101419,0.9235658,0.048765007,Ses01F_impro04_M018
0.029268008,0.069909036,0.5034889,0.3973341,Ses01F_impro04_M019
0.02245408,0.022095624,0.81371313,0.14173721,Ses01F_impro04_M020
0.039516613,0.014954031,0.037852537,0.90767676,Ses01F_impro04_M021
0.011990372,0.02584025,0.92616737,0.036001965,Ses01F_impro04_M022
0.010990843,0.01944082,0.9499889,0.019579396,Ses01F_impro04_M023
0.011483017,0.032675896,0.07625609,0.8795851,Ses01F_impro04_M024
0.058844276,0.6505681,0.22062705,0.06996055,Ses01F_impro04_M025
0.017426977,0.10607968,0.7190315,0.15746185,Ses01F_impro04_M026
0.01827831,0.02290682,0.92079854,0.038016405,Ses01F_impro04_M027
0.017117377,0.11279821,0.13801146,0.73207295,Ses01F_impro04_M028
0.017552787,0.016487537,0.9415739,0.024385784,Ses01F_impro04_M031
0.01748169,0.049380068,0.12194137,0.8111968,Ses01F_impro04_M032
0.7768825,0.024826957,0.17332411,0.024966406,Ses01F_impro05_F008
0.87002444,0.015830208,0.09293743,0.021207875,Ses01F_impro05_F009
0.96966976,0.0061051147,0.015333632,0.008891526,Ses01F_impro05_F011
0.102553055,0.78675467,0.09360447,0.017087745,Ses01F_impro05_F012
0.107048154,0.02420352,0.711599,0.15714924,Ses01F_impro05_F014
0.07424085,0.01882049,0.024861427,0.8820772,Ses01F_impro05_F015
0.95868075,0.0081633115,0.016569415,0.0165865,Ses01F_impro05_F016
0.9531363,0.008269749,0.017021699,0.02157218,Ses01F_impro05_F017
0.020835925,0.015359397,0.031411126,0.9323936,Ses01F_impro05_F018
0.935967,0.0077646654,0.029058065,0.027210321,Ses01F_impro05_F019
0.9576589,0.016097128,0.018305263,0.0079387035,Ses01F_impro05_F020
0.95418036,0.012391222,0.022112748,0.011315633,Ses01F_impro05_F021
0.037584096,0.02501404,0.9210984,0.016303482,Ses01F_impro05_F022
0.027019529,0.027959162,0.77282983,0.17219146,Ses01F_impro05_F023
0.016232852,0.91420114,0.05342612,0.01613987,Ses01F_impro05_F024
0.9597554,0.011418755,0.014431721,0.014394197,Ses01F_impro05_F025
0.92955196,0.012754504,0.043213055,0.014480504,Ses01F_impro05_F026
0.03221924,0.009863923,0.93047667,0.027440151,Ses01F_impro05_F028
0.9487725,0.0070668673,0.029316185,0.014844433,Ses01F_impro05_F029
0.94368815,0.017990835,0.024111431,0.014209545,Ses01F_impro05_F030
0.010512704,0.017487835,0.951145,0.020854415,Ses01F_impro05_M000
0.02040419,0.04666517,0.87239486,0.06053575,Ses01F_impro05_M001
0.014822656,0.03234803,0.9116103,0.041218925,Ses01F_impro05_M002
0.029756397,0.051128946,0.23941444,0.6797002,Ses01F_impro05_M003
0.11010923,0.047033675,0.7319368,0.11092028,Ses01F_impro05_M004
0.7662537,0.021002285,0.19015957,0.022584459,Ses01F_impro05_M005
0.037434556,0.04726006,0.60806704,0.3072384,Ses01F_impro05_M006
0.106144555,0.013757336,0.8542368,0.025861299,Ses01F_impro05_M007
0.02902048,0.08817896,0.22752146,0.6552791,Ses01F_impro05_M008
0.017910369,0.013055059,0.9180626,0.050971966,Ses01F_impro05_M009
0.032713566,0.012560865,0.91665393,0.038071603,Ses01F_impro05_M010
0.011102304,0.014046497,0.948599,0.026252292,Ses01F_impro05_M011
0.017285287,0.0144241,0.89274955,0.07554106,Ses01F_impro05_M012
0.030831981,0.08743135,0.23981582,0.64192086,Ses01F_impro05_M013
0.36438224,0.115051106,0.28111136,0.2394553,Ses01F_impro05_M014
0.030832041,0.021917854,0.9256725,0.02157768,Ses01F_impro05_M015
0.1742437,0.022213493,0.7621309,0.041411914,Ses01F_impro05_M016
0.04754187,0.023540493,0.747576,0.18134162,Ses01F_impro05_M017
